mean_test_score,std_test_score,rank_test_score,C,class_weight,solver,dataset,model,run_id,metric,n_neighbors,weights,max_depth,min_samples_split,n_estimators
0.8387112586007625,0.007017550167214109,44,,balanced,,ratio,RandomForest,2,,,,10,2.0,50.0
0.8417100401192202,0.005332922980255578,26,,balanced,,ratio,RandomForest,2,,,,10,2.0,100.0
0.8426174971285878,0.006094610651761342,16,,balanced,,ratio,RandomForest,2,,,,10,2.0,200.0
0.8431391281914694,0.011080360926136871,13,,balanced,,ratio,RandomForest,2,,,,10,5.0,50.0
0.8447345301533998,0.00967810005260504,6,,balanced,,ratio,RandomForest,2,,,,10,5.0,100.0
0.8457742614582386,0.008219876979260094,2,,balanced,,ratio,RandomForest,2,,,,10,5.0,200.0
0.8388169881950789,0.005344001704319081,43,,balanced,,ratio,RandomForest,2,,,,20,2.0,50.0
0.8416947091166559,0.004316485924936973,27,,balanced,,ratio,RandomForest,2,,,,20,2.0,100.0
0.8421035350078517,0.003403151744797773,20,,balanced,,ratio,RandomForest,2,,,,20,2.0,200.0
0.837286544292106,0.00958584660908185,49,,balanced,,ratio,RandomForest,2,,,,20,5.0,50.0
0.8398189411978887,0.005819082994259946,38,,balanced,,ratio,RandomForest,2,,,,20,5.0,100.0
0.8426037089614677,0.007417019866900768,17,,balanced,,ratio,RandomForest,2,,,,20,5.0,200.0
0.8383870268044313,0.004319178958946755,45,,balanced_subsample,,ratio,RandomForest,2,,,,,2.0,50.0
0.8421005477262318,0.003919133077377603,21,,balanced_subsample,,ratio,RandomForest,2,,,,,2.0,100.0
0.8419265452283777,0.0047433790107349735,23,,balanced_subsample,,ratio,RandomForest,2,,,,,2.0,200.0
0.8414634655378117,0.007567613698911426,28,,balanced_subsample,,ratio,RandomForest,2,,,,,5.0,50.0
0.8427314411134755,0.00482045054114871,15,,balanced_subsample,,ratio,RandomForest,2,,,,,5.0,100.0
0.8446376354455003,0.007434328688776895,7,,balanced_subsample,,ratio,RandomForest,2,,,,,5.0,200.0
0.8349982549580869,0.004783959598680616,51,,balanced_subsample,,ratio,RandomForest,2,,,,10,2.0,50.0
0.8379894233546061,0.004237789821134376,47,,balanced_subsample,,ratio,RandomForest,2,,,,10,2.0,100.0
0.8420462618749311,0.006118060331710186,22,,balanced_subsample,,ratio,RandomForest,2,,,,10,2.0,200.0
0.8412089021499918,0.011958895099283773,33,,balanced_subsample,,ratio,RandomForest,2,,,,10,5.0,50.0
0.8412205728972684,0.00967260765651715,31,,balanced_subsample,,ratio,RandomForest,2,,,,10,5.0,100.0
0.8418745211126151,0.009930285562464886,24,,balanced_subsample,,ratio,RandomForest,2,,,,10,5.0,200.0
0.8388511950884047,0.006339414460308843,42,,balanced_subsample,,ratio,RandomForest,2,,,,20,2.0,50.0
0.8412866190945596,0.0053074170859768646,30,,balanced_subsample,,ratio,RandomForest,2,,,,20,2.0,100.0
0.8413516490290804,0.0049209085293043615,29,,balanced_subsample,,ratio,RandomForest,2,,,,20,2.0,200.0
0.8401606853172895,0.0062035609729734435,37,,balanced_subsample,,ratio,RandomForest,2,,,,20,5.0,50.0
0.8421671381143236,0.007155348927741999,19,,balanced_subsample,,ratio,RandomForest,2,,,,20,5.0,100.0
0.8439081228322115,0.007454853657233398,10,,balanced_subsample,,ratio,RandomForest,2,,,,20,5.0,200.0
0.8323424674062163,0.010018056121819618,54,,,,ratio,RandomForest,2,,,,,2.0,50.0
0.8358013944908225,0.0022950619665725275,50,,,,ratio,RandomForest,2,,,,,2.0,100.0
0.8389505736419685,0.005608571763036744,41,,,,ratio,RandomForest,2,,,,,2.0,200.0
0.834474919145811,0.0034005068515388795,52,,,,ratio,RandomForest,2,,,,,5.0,50.0
0.8408588261431718,0.006058546592892989,35,,,,ratio,RandomForest,2,,,,,5.0,100.0
0.8440988731222131,0.007213438461479303,8,,,,ratio,RandomForest,2,,,,,5.0,200.0
0.8434384606001659,0.007465707141459263,12,,,,ratio,RandomForest,2,,,,10,2.0,50.0
0.843908515542101,0.005727191562420459,9,,,,ratio,RandomForest,2,,,,10,2.0,100.0
0.8453310460793759,0.005918075117148684,3,,,,ratio,RandomForest,2,,,,10,2.0,200.0
0.845026146388481,0.010587600881947802,4,,,,ratio,RandomForest,2,,,,10,5.0,50.0
0.8428395529852185,0.007453318750145705,14,,,,ratio,RandomForest,2,,,,10,5.0,100.0
0.8471726381680049,0.007988560294084656,1,,,,ratio,RandomForest,2,,,,10,5.0,200.0
0.8342009649188817,0.004261578247818784,53,,,,ratio,RandomForest,2,,,,20,2.0,50.0
0.8376634053760335,0.002191683297062289,48,,,,ratio,RandomForest,2,,,,20,2.0,100.0
0.8402847148067172,0.007519581452946276,36,,,,ratio,RandomForest,2,,,,20,2.0,200.0
0.8380226990325805,0.013360769879179552,46,,,,ratio,RandomForest,2,,,,20,5.0,50.0
0.8417513942112267,0.005940112532068102,25,,,,ratio,RandomForest,2,,,,20,5.0,100.0
0.8449366796044483,0.006108869536760275,5,,,,ratio,RandomForest,2,,,,20,5.0,200.0
0.8401841821283774,0.00867853021430995,48,,balanced,,ratio,RandomForest,3,,,,,2.0,50.0
0.8418119618942832,0.01163154427686997,42,,balanced,,ratio,RandomForest,3,,,,,2.0,100.0
0.843593456719697,0.011785721746414976,30,,balanced,,ratio,RandomForest,3,,,,,2.0,200.0
0.84410147582915,0.011274794457291678,26,,balanced,,ratio,RandomForest,3,,,,,5.0,50.0
0.8442492989136337,0.013904072867825232,25,,balanced,,ratio,RandomForest,3,,,,,5.0,100.0
0.8448135467734911,0.013061552291120137,21,,balanced,,ratio,RandomForest,3,,,,,5.0,200.0
0.8392660399734249,0.011271710894261166,52,,balanced,,ratio,RandomForest,3,,,,10,2.0,50.0
0.840795792336922,0.01616965871281572,46,,balanced,,ratio,RandomForest,3,,,,10,2.0,100.0
0.8444379337341166,0.013399718613801969,23,,balanced,,ratio,RandomForest,3,,,,10,2.0,200.0
0.843753275881561,0.014932064204760481,28,,balanced,,ratio,RandomForest,3,,,,10,5.0,50.0
0.847895295337097,0.010395562866848885,4,,balanced,,ratio,RandomForest,3,,,,10,5.0,100.0
0.8470692221057909,0.008547541941758148,7,,balanced,,ratio,RandomForest,3,,,,10,5.0,200.0
0.836563745574639,0.00877639372834137,54,,balanced,,ratio,RandomForest,3,,,,20,2.0,50.0
0.8396737792382899,0.00894629669066721,50,,balanced,,ratio,RandomForest,3,,,,20,2.0,100.0
0.842402494303528,0.009440302892044809,36,,balanced,,ratio,RandomForest,3,,,,20,2.0,200.0
0.8419412026614743,0.011730672579474941,38,,balanced,,ratio,RandomForest,3,,,,20,5.0,50.0
0.8419091351280865,0.012130556719723974,39,,balanced,,ratio,RandomForest,3,,,,20,5.0,100.0
0.8460088789888731,0.012444191996128407,14,,balanced,,ratio,RandomForest,3,,,,20,5.0,200.0
0.8418380882724692,0.014024202894837523,40,,balanced_subsample,,ratio,RandomForest,3,,,,,2.0,50.0
0.8457680566733113,0.01335891456951278,15,,balanced_subsample,,ratio,RandomForest,3,,,,,2.0,100.0
0.845042327446888,0.012571455045520102,19,,balanced_subsample,,ratio,RandomForest,3,,,,,2.0,200.0
0.8411584310687685,0.010810783668027651,44,,balanced_subsample,,ratio,RandomForest,3,,,,,5.0,50.0
0.8461437103023961,0.014841245616132127,12,,balanced_subsample,,ratio,RandomForest,3,,,,,5.0,100.0
0.8453102684693856,0.011910613721188519,17,,balanced_subsample,,ratio,RandomForest,3,,,,,5.0,200.0
0.8422805952245879,0.01596029268259775,37,,balanced_subsample,,ratio,RandomForest,3,,,,10,2.0,50.0
0.8490755075655869,0.010518288475792816,2,,balanced_subsample,,ratio,RandomForest,3,,,,10,2.0,100.0
0.8495190387421564,0.008975513834425368,1,,balanced_subsample,,ratio,RandomForest,3,,,,10,2.0,200.0
0.847120696264273,0.012638896664686178,6,,balanced_subsample,,ratio,RandomForest,3,,,,10,5.0,50.0
0.8480501699873718,0.010689533467130764,3,,balanced_subsample,,ratio,RandomForest,3,,,,10,5.0,100.0
0.8470198639837424,0.010221161489692644,9,,balanced_subsample,,ratio,RandomForest,3,,,,10,5.0,200.0
0.8418310509586556,0.011479899736254075,41,,balanced_subsample,,ratio,RandomForest,3,,,,20,2.0,50.0
0.8466298066882813,0.012040098040978607,10,,balanced_subsample,,ratio,RandomForest,3,,,,20,2.0,100.0
0.8460688559818411,0.012197872043033648,13,,balanced_subsample,,ratio,RandomForest,3,,,,20,2.0,200.0
0.8401287950572314,0.011765853667998032,49,,balanced_subsample,,ratio,RandomForest,3,,,,20,5.0,50.0
0.8449051336003072,0.011240974345147833,20,,balanced_subsample,,ratio,RandomForest,3,,,,20,5.0,100.0
0.84356824088689,0.010599989758139255,31,,balanced_subsample,,ratio,RandomForest,3,,,,20,5.0,200.0
0.8390297283306831,0.012622391723479924,53,,,,ratio,RandomForest,3,,,,,2.0,50.0
0.8414220032063886,0.009870672560697085,43,,,,ratio,RandomForest,3,,,,,2.0,100.0
0.8427192395127963,0.011357147450448742,34,,,,ratio,RandomForest,3,,,,,2.0,200.0
0.8440249616896477,0.006687895916764241,27,,,,ratio,RandomForest,3,,,,,5.0,50.0
0.844324822654962,0.008459065698084797,24,,,,ratio,RandomForest,3,,,,,5.0,100.0
0.8434179968244324,0.00907869257118482,32,,,,ratio,RandomForest,3,,,,,5.0,200.0
0.8425614623279245,0.010114521365179267,35,,,,ratio,RandomForest,3,,,,10,2.0,50.0
0.8436024586024811,0.010688664678579554,29,,,,ratio,RandomForest,3,,,,10,2.0,100.0
0.8452295969921556,0.009795289143930516,18,,,,ratio,RandomForest,3,,,,10,2.0,200.0
0.8465448820865509,0.010238099130285531,11,,,,ratio,RandomForest,3,,,,10,5.0,50.0
0.8472389932742406,0.010726730928528062,5,,,,ratio,RandomForest,3,,,,10,5.0,100.0
0.8455050805418709,0.009091343365041695,16,,,,ratio,RandomForest,3,,,,10,5.0,200.0
0.839554000704555,0.013729483505964719,51,,,,ratio,RandomForest,3,,,,20,2.0,50.0
0.8404150658056592,0.01368074862793467,47,,,,ratio,RandomForest,3,,,,20,2.0,100.0
0.8410106901316468,0.012645394006784983,45,,,,ratio,RandomForest,3,,,,20,2.0,200.0
0.8427931226743082,0.005550172452485956,33,,,,ratio,RandomForest,3,,,,20,5.0,50.0
0.84703411429744,0.009485006344845587,8,,,,ratio,RandomForest,3,,,,20,5.0,100.0
0.8447995056279722,0.011086688433869356,22,,,,ratio,RandomForest,3,,,,20,5.0,200.0
0.7287108569208716,0.029816988155573477,10,0.01,balanced,liblinear,threshold,LogisticRegression,1,,,,,,
0.7407076773915038,0.031130656821044916,9,0.01,balanced,lbfgs,threshold,LogisticRegression,1,,,,,,
0.8412062166954681,0.005925426766506064,1,0.01,,liblinear,threshold,LogisticRegression,1,,,,,,
0.8352355616544894,0.008286512458292294,8,0.01,,lbfgs,threshold,LogisticRegression,1,,,,,,
0.716370426154356,0.03042895188267322,12,0.1,balanced,liblinear,threshold,LogisticRegression,1,,,,,,
0.7174623972635426,0.02988181350545668,11,0.1,balanced,lbfgs,threshold,LogisticRegression,1,,,,,,
0.8374215151977529,0.006436841687678339,3,0.1,,liblinear,threshold,LogisticRegression,1,,,,,,
0.837736600782228,0.005841345967701729,2,0.1,,lbfgs,threshold,LogisticRegression,1,,,,,,
0.7113129789298773,0.029451981002927306,16,1.0,balanced,liblinear,threshold,LogisticRegression,1,,,,,,
0.7120872471740252,0.029480331563599794,13,1.0,balanced,lbfgs,threshold,LogisticRegression,1,,,,,,
0.8370848095096848,0.0049558279379623,4,1.0,,liblinear,threshold,LogisticRegression,1,,,,,,
0.8370848095096848,0.0049558279379623,4,1.0,,lbfgs,threshold,LogisticRegression,1,,,,,,
0.7120682251941057,0.03018488326884575,14,10.0,balanced,liblinear,threshold,LogisticRegression,1,,,,,,
0.7120682251941057,0.03018488326884575,14,10.0,balanced,lbfgs,threshold,LogisticRegression,1,,,,,,
0.8370848095096848,0.0049558279379623,4,10.0,,liblinear,threshold,LogisticRegression,1,,,,,,
0.8370848095096848,0.0049558279379623,4,10.0,,lbfgs,threshold,LogisticRegression,1,,,,,,
0.7071745370898049,0.017073313823347112,10,0.01,balanced,liblinear,threshold,LogisticRegression,2,,,,,,
0.7202798064539836,0.006210835732034427,9,0.01,balanced,lbfgs,threshold,LogisticRegression,2,,,,,,
0.8308020916399542,0.005703390716026042,3,0.01,,liblinear,threshold,LogisticRegression,2,,,,,,
0.8268064447729102,0.006563463136669615,8,0.01,,lbfgs,threshold,LogisticRegression,2,,,,,,
0.6970627990514697,0.019059709167288247,11,0.1,balanced,liblinear,threshold,LogisticRegression,2,,,,,,
0.6969829795130348,0.019592537848900013,12,0.1,balanced,lbfgs,threshold,LogisticRegression,2,,,,,,
0.8309677854604238,0.006678040136184569,2,0.1,,liblinear,threshold,LogisticRegression,2,,,,,,
0.8315542516258374,0.006434082516226178,1,0.1,,lbfgs,threshold,LogisticRegression,2,,,,,,
0.6953975804250064,0.022779350897227893,13,1.0,balanced,liblinear,threshold,LogisticRegression,2,,,,,,
0.6953975804250064,0.022779350897227893,13,1.0,balanced,lbfgs,threshold,LogisticRegression,2,,,,,,
0.830392076061185,0.006988737998871613,4,1.0,,liblinear,threshold,LogisticRegression,2,,,,,,
0.830392076061185,0.006988737998871613,4,1.0,,lbfgs,threshold,LogisticRegression,2,,,,,,
0.6953975804250064,0.022779350897227893,13,10.0,balanced,liblinear,threshold,LogisticRegression,2,,,,,,
0.6953975804250064,0.022779350897227893,13,10.0,balanced,lbfgs,threshold,LogisticRegression,2,,,,,,
0.830392076061185,0.006988737998871613,4,10.0,,liblinear,threshold,LogisticRegression,2,,,,,,
0.830392076061185,0.006988737998871613,4,10.0,,lbfgs,threshold,LogisticRegression,2,,,,,,
0.7326843831618608,0.019984605067800674,10,0.01,balanced,liblinear,threshold,LogisticRegression,3,,,,,,
0.738351199367757,0.0217676851256674,9,0.01,balanced,lbfgs,threshold,LogisticRegression,3,,,,,,
0.8341705082128879,0.010371906545989695,1,0.01,,liblinear,threshold,LogisticRegression,3,,,,,,
0.833103964118798,0.009114505358682875,2,0.01,,lbfgs,threshold,LogisticRegression,3,,,,,,
0.7242796334329811,0.013737873635865505,12,0.1,balanced,liblinear,threshold,LogisticRegression,3,,,,,,
0.7253745204372433,0.012637343477357316,11,0.1,balanced,lbfgs,threshold,LogisticRegression,3,,,,,,
0.8313896347499924,0.007597355778250697,8,0.1,,liblinear,threshold,LogisticRegression,3,,,,,,
0.832548429305891,0.008309189265026322,3,0.1,,lbfgs,threshold,LogisticRegression,3,,,,,,
0.7219313552119568,0.013803458787146814,13,1.0,balanced,liblinear,threshold,LogisticRegression,3,,,,,,
0.7219313552119568,0.013803458787146814,13,1.0,balanced,lbfgs,threshold,LogisticRegression,3,,,,,,
0.8314655932954306,0.009060395043387534,6,1.0,,liblinear,threshold,LogisticRegression,3,,,,,,
0.8314655932954306,0.009060395043387534,6,1.0,,lbfgs,threshold,LogisticRegression,3,,,,,,
0.7211803309552409,0.013298594344727624,15,10.0,balanced,liblinear,threshold,LogisticRegression,3,,,,,,
0.7211803309552409,0.013298594344727624,15,10.0,balanced,lbfgs,threshold,LogisticRegression,3,,,,,,
0.8318845459138844,0.009390881462080355,4,10.0,,liblinear,threshold,LogisticRegression,3,,,,,,
0.8318845459138844,0.009390881462080355,4,10.0,,lbfgs,threshold,LogisticRegression,3,,,,,,
0.8074416205618604,0.010620657345301486,20,,,,threshold,KNN,1,euclidean,3.0,uniform,,,
0.807698334992577,0.013462031937469714,19,,,,threshold,KNN,1,euclidean,3.0,distance,,,
0.819594614909039,0.013204116904755628,14,,,,threshold,KNN,1,euclidean,5.0,uniform,,,
0.818843890324963,0.01286119461138379,15,,,,threshold,KNN,1,euclidean,5.0,distance,,,
0.8293961334390791,0.01012126244558457,11,,,,threshold,KNN,1,euclidean,7.0,uniform,,,
0.8287120907067325,0.009194111883720782,12,,,,threshold,KNN,1,euclidean,7.0,distance,,,
0.8341944075247347,0.010086792830721275,7,,,,threshold,KNN,1,euclidean,9.0,uniform,,,
0.8351483700309842,0.009045728982991932,4,,,,threshold,KNN,1,euclidean,9.0,distance,,,
0.8332117612987835,0.013104126109327078,8,,,,threshold,KNN,1,euclidean,11.0,uniform,,,
0.8343274305841177,0.012590277744435434,6,,,,threshold,KNN,1,euclidean,11.0,distance,,,
0.8087561521021696,0.014579724903395463,17,,,,threshold,KNN,1,manhattan,3.0,uniform,,,
0.808044922274831,0.008937429268700156,18,,,,threshold,KNN,1,manhattan,3.0,distance,,,
0.8208758438272546,0.008480183309431896,13,,,,threshold,KNN,1,manhattan,5.0,uniform,,,
0.814748825716768,0.011129431176401966,16,,,,threshold,KNN,1,manhattan,5.0,distance,,,
0.8374367987901822,0.007548137771220859,2,,,,threshold,KNN,1,manhattan,7.0,uniform,,,
0.8315547407789147,0.006928300821836772,10,,,,threshold,KNN,1,manhattan,7.0,distance,,,
0.8348069535571545,0.01047035289358406,5,,,,threshold,KNN,1,manhattan,9.0,uniform,,,
0.8325094083921808,0.01439577084831967,9,,,,threshold,KNN,1,manhattan,9.0,distance,,,
0.8360163865625182,0.005294085094914167,3,,,,threshold,KNN,1,manhattan,11.0,uniform,,,
0.8379443624788238,0.008388105250678375,1,,,,threshold,KNN,1,manhattan,11.0,distance,,,
0.7899252969331658,0.016453938651113442,18,,,,threshold,KNN,2,euclidean,3.0,uniform,,,
0.7912563798237036,0.015840914748391444,17,,,,threshold,KNN,2,euclidean,3.0,distance,,,
0.807150895352153,0.011082838753302567,13,,,,threshold,KNN,2,euclidean,5.0,uniform,,,
0.8059207888659545,0.011329736883992145,15,,,,threshold,KNN,2,euclidean,5.0,distance,,,
0.8223038305461519,0.00415010520078864,11,,,,threshold,KNN,2,euclidean,7.0,uniform,,,
0.819917050289544,0.006540382596870134,12,,,,threshold,KNN,2,euclidean,7.0,distance,,,
0.830769365128704,0.005698040146916291,3,,,,threshold,KNN,2,euclidean,9.0,uniform,,,
0.8290211746255117,0.006142372272393199,6,,,,threshold,KNN,2,euclidean,9.0,distance,,,
0.830037606755344,0.011230488410053313,4,,,,threshold,KNN,2,euclidean,11.0,uniform,,,
0.8295575846200759,0.00931789257271938,5,,,,threshold,KNN,2,euclidean,11.0,distance,,,
0.7818956064859393,0.017270085708386434,19,,,,threshold,KNN,2,manhattan,3.0,uniform,,,
0.7795581015787691,0.017204183742906005,20,,,,threshold,KNN,2,manhattan,3.0,distance,,,
0.8045761364697641,0.010691252907202624,16,,,,threshold,KNN,2,manhattan,5.0,uniform,,,
0.8068744383076615,0.007964809970984725,14,,,,threshold,KNN,2,manhattan,5.0,distance,,,
0.8251574062742628,0.0090467416055746,10,,,,threshold,KNN,2,manhattan,7.0,uniform,,,
0.8251968752942392,0.0054094808363304644,9,,,,threshold,KNN,2,manhattan,7.0,distance,,,
0.8289122210102107,0.012833606460484356,7,,,,threshold,KNN,2,manhattan,9.0,uniform,,,
0.8282669482908951,0.0067811819126017666,8,,,,threshold,KNN,2,manhattan,9.0,distance,,,
0.8321915354308895,0.010330992614664452,1,,,,threshold,KNN,2,manhattan,11.0,uniform,,,
0.8320225848492463,0.0032829351549283274,2,,,,threshold,KNN,2,manhattan,11.0,distance,,,
0.7928511938326053,0.02037768558377224,17,,,,threshold,KNN,3,euclidean,3.0,uniform,,,
0.7905531119645721,0.0231502339158374,18,,,,threshold,KNN,3,euclidean,3.0,distance,,,
0.8133837944150658,0.012972855376119353,13,,,,threshold,KNN,3,euclidean,5.0,uniform,,,
0.8110337437873458,0.017641041391818414,14,,,,threshold,KNN,3,euclidean,5.0,distance,,,
0.8236757123041718,0.01253780032155505,10,,,,threshold,KNN,3,euclidean,7.0,uniform,,,
0.821734069838767,0.01606180027431949,12,,,,threshold,KNN,3,euclidean,7.0,distance,,,
0.8274957083880692,0.012702468788347274,3,,,,threshold,KNN,3,euclidean,9.0,uniform,,,
0.8266060703971224,0.01492664239014645,5,,,,threshold,KNN,3,euclidean,9.0,distance,,,
0.8321284253695609,0.012492331379204764,1,,,,threshold,KNN,3,euclidean,11.0,uniform,,,
0.8301042415736619,0.01596174475014542,2,,,,threshold,KNN,3,euclidean,11.0,distance,,,
0.7868841849393078,0.018016240490523302,19,,,,threshold,KNN,3,manhattan,3.0,uniform,,,
0.7868545725605418,0.019994696075053452,20,,,,threshold,KNN,3,manhattan,3.0,distance,,,
0.8081648618265426,0.008932846126728284,15,,,,threshold,KNN,3,manhattan,5.0,uniform,,,
0.8063543175158546,0.012385902305623113,16,,,,threshold,KNN,3,manhattan,5.0,distance,,,
0.825693575441419,0.011052108036203705,7,,,,threshold,KNN,3,manhattan,7.0,uniform,,,
0.8217613428385736,0.019755610417242095,11,,,,threshold,KNN,3,manhattan,7.0,distance,,,
0.8268332075418485,0.013207420535537065,4,,,,threshold,KNN,3,manhattan,9.0,uniform,,,
0.8239659098171911,0.01757875977764664,9,,,,threshold,KNN,3,manhattan,9.0,distance,,,
0.8257731010138946,0.009427970340897195,6,,,,threshold,KNN,3,manhattan,11.0,uniform,,,
0.8252247716994084,0.016574971294370338,8,,,,threshold,KNN,3,manhattan,11.0,distance,,,
0.8334568039189474,0.009082474040453734,51,,balanced,,threshold,RandomForest,1,,,,,2.0,50.0
0.8389170598569515,0.011842480886580973,24,,balanced,,threshold,RandomForest,1,,,,,2.0,100.0
0.8384229795617719,0.01100656191154537,30,,balanced,,threshold,RandomForest,1,,,,,2.0,200.0
0.8393893920290294,0.012379465950871497,20,,balanced,,threshold,RandomForest,1,,,,,5.0,50.0
0.8387016294635969,0.011192325406581596,26,,balanced,,threshold,RandomForest,1,,,,,5.0,100.0
0.8397180919422397,0.01079275439387092,16,,balanced,,threshold,RandomForest,1,,,,,5.0,200.0
0.8383959296266864,0.014352613956868385,31,,balanced,,threshold,RandomForest,1,,,,10,2.0,50.0
0.8351120756070539,0.010552063170631681,47,,balanced,,threshold,RandomForest,1,,,,10,2.0,100.0
0.837921629636481,0.015348169780049123,34,,balanced,,threshold,RandomForest,1,,,,10,2.0,200.0
0.8367120580387167,0.014819805379059942,40,,balanced,,threshold,RandomForest,1,,,,10,5.0,50.0
