mean_test_score,std_test_score,rank_test_score,C,class_weight,solver,dataset,model,run_id,metric,n_neighbors,weights,max_depth,min_samples_split,n_estimators
0.839532952228255,0.010429514017224785,19,,balanced,,threshold,RandomForest,1,,,,10,5.0,100.0
0.8418427966392157,0.012055689727434059,5,,balanced,,threshold,RandomForest,1,,,,10,5.0,200.0
0.8372473166310007,0.012448255397236728,37,,balanced,,threshold,RandomForest,1,,,,20,2.0,50.0
0.8421158280830598,0.011045833230678401,2,,balanced,,threshold,RandomForest,1,,,,20,2.0,100.0
0.8385922022039974,0.010478592376531605,29,,balanced,,threshold,RandomForest,1,,,,20,2.0,200.0
0.8396858846911671,0.00963158687483412,17,,balanced,,threshold,RandomForest,1,,,,20,5.0,50.0
0.8406269914599098,0.009106549838816756,10,,balanced,,threshold,RandomForest,1,,,,20,5.0,100.0
0.838973552424395,0.010567423593239145,23,,balanced,,threshold,RandomForest,1,,,,20,5.0,200.0
0.8336720590863136,0.009470894694195865,50,,balanced_subsample,,threshold,RandomForest,1,,,,,2.0,50.0
0.8367862521880326,0.010850357205587462,39,,balanced_subsample,,threshold,RandomForest,1,,,,,2.0,100.0
0.8361368909921039,0.0110001606641778,42,,balanced_subsample,,threshold,RandomForest,1,,,,,2.0,200.0
0.8416177778591262,0.010116358078187646,7,,balanced_subsample,,threshold,RandomForest,1,,,,,5.0,50.0
0.8395344033793857,0.009229644375540792,18,,balanced_subsample,,threshold,RandomForest,1,,,,,5.0,100.0
0.8404211785023092,0.012983816429071105,11,,balanced_subsample,,threshold,RandomForest,1,,,,,5.0,200.0
0.8399860280344926,0.012631450602480058,14,,balanced_subsample,,threshold,RandomForest,1,,,,10,2.0,50.0
0.8382496280091379,0.009534047859171505,32,,balanced_subsample,,threshold,RandomForest,1,,,,10,2.0,100.0
0.8416552644967135,0.009626593096251483,6,,balanced_subsample,,threshold,RandomForest,1,,,,10,2.0,200.0
0.837816416491259,0.00888708962599151,35,,balanced_subsample,,threshold,RandomForest,1,,,,10,5.0,50.0
0.841917534345859,0.008683792047383765,4,,balanced_subsample,,threshold,RandomForest,1,,,,10,5.0,100.0
0.8399981916825032,0.011872810251453446,13,,balanced_subsample,,threshold,RandomForest,1,,,,10,5.0,200.0
0.8339268580053588,0.011280244489561856,49,,balanced_subsample,,threshold,RandomForest,1,,,,20,2.0,50.0
0.833964547084307,0.012906376395126673,48,,balanced_subsample,,threshold,RandomForest,1,,,,20,2.0,100.0
0.8369044004241373,0.011553578681173158,38,,balanced_subsample,,threshold,RandomForest,1,,,,20,2.0,200.0
0.842011055763332,0.00819068986848347,3,,balanced_subsample,,threshold,RandomForest,1,,,,20,5.0,50.0
0.8399032110218216,0.008907304809882723,15,,balanced_subsample,,threshold,RandomForest,1,,,,20,5.0,100.0
0.8391167211840855,0.01060338699379033,21,,balanced_subsample,,threshold,RandomForest,1,,,,20,5.0,200.0
0.8314151852810578,0.013440823234615162,53,,,,threshold,RandomForest,1,,,,,2.0,50.0
0.8359177821913584,0.009163144150048775,44,,,,threshold,RandomForest,1,,,,,2.0,100.0
0.8352544477571957,0.01145901662934571,46,,,,threshold,RandomForest,1,,,,,2.0,200.0
0.8376827391627417,0.01227415834352638,36,,,,threshold,RandomForest,1,,,,,5.0,50.0
0.8391029074389273,0.010977556919558753,22,,,,threshold,RandomForest,1,,,,,5.0,100.0
0.8386807187905981,0.01289077572674782,27,,,,threshold,RandomForest,1,,,,,5.0,200.0
0.8354150340011179,0.014875305288967121,45,,,,threshold,RandomForest,1,,,,10,2.0,50.0
0.8388055158500002,0.010399207972165243,25,,,,threshold,RandomForest,1,,,,10,2.0,100.0
0.8403724450189953,0.010526475913760519,12,,,,threshold,RandomForest,1,,,,10,2.0,200.0
0.8412491398601484,0.007952864109426113,8,,,,threshold,RandomForest,1,,,,10,5.0,50.0
0.8408228964566877,0.006662106519267467,9,,,,threshold,RandomForest,1,,,,10,5.0,100.0
0.8428515636957288,0.008727198793903379,1,,,,threshold,RandomForest,1,,,,10,5.0,200.0
0.8313060956617528,0.015022829694064248,54,,,,threshold,RandomForest,1,,,,20,2.0,50.0
0.8330237548923181,0.011066046580595098,52,,,,threshold,RandomForest,1,,,,20,2.0,100.0
0.8360288482504341,0.012520923575805174,43,,,,threshold,RandomForest,1,,,,20,2.0,200.0
0.8363634572646346,0.009371920444331088,41,,,,threshold,RandomForest,1,,,,20,5.0,50.0
0.8382468445193524,0.010860165850090418,33,,,,threshold,RandomForest,1,,,,20,5.0,100.0
0.8386678113389479,0.013234329265653292,28,,,,threshold,RandomForest,1,,,,20,5.0,200.0
0.835944289918529,0.005188855747484516,41,,balanced,,threshold,RandomForest,2,,,,,2.0,50.0
0.8400126898095814,0.003029561599284396,10,,balanced,,threshold,RandomForest,2,,,,,2.0,100.0
0.8367076345892572,0.002476766259606952,34,,balanced,,threshold,RandomForest,2,,,,,2.0,200.0
0.8361273849569336,0.004477890353105055,39,,balanced,,threshold,RandomForest,2,,,,,5.0,50.0
0.8366468351177438,0.0027556530487495303,35,,balanced,,threshold,RandomForest,2,,,,,5.0,100.0
0.8389458460628662,0.006568839211402133,18,,balanced,,threshold,RandomForest,2,,,,,5.0,200.0
0.8395911120458927,0.006276629922185586,14,,balanced,,threshold,RandomForest,2,,,,10,2.0,50.0
0.8384899293764725,0.005810100022332808,20,,balanced,,threshold,RandomForest,2,,,,10,2.0,100.0
0.8424891908646204,0.007356639121947577,3,,balanced,,threshold,RandomForest,2,,,,10,2.0,200.0
0.835045609152752,0.014468414080292327,45,,balanced,,threshold,RandomForest,2,,,,10,5.0,50.0
0.8373703709917774,0.011762258338002169,28,,balanced,,threshold,RandomForest,2,,,,10,5.0,100.0
0.8376351970950499,0.013080503183214019,24,,balanced,,threshold,RandomForest,2,,,,10,5.0,200.0
0.8375072310703775,0.00647590219973782,26,,balanced,,threshold,RandomForest,2,,,,20,2.0,50.0
0.8398705915470899,0.004995855975727398,11,,balanced,,threshold,RandomForest,2,,,,20,2.0,100.0
0.8391612519548828,0.004325083325519833,16,,balanced,,threshold,RandomForest,2,,,,20,2.0,200.0
0.8367091164032965,0.006767247323707105,33,,balanced,,threshold,RandomForest,2,,,,20,5.0,50.0
0.8374968936793021,0.007755997009675255,27,,balanced,,threshold,RandomForest,2,,,,20,5.0,100.0
0.8391263894542698,0.008362793897117202,17,,balanced,,threshold,RandomForest,2,,,,20,5.0,200.0
0.8355022453065507,0.010100258311108007,43,,balanced_subsample,,threshold,RandomForest,2,,,,,2.0,50.0
0.8385083916880658,0.0042826693682275745,19,,balanced_subsample,,threshold,RandomForest,2,,,,,2.0,100.0
0.8373335539438503,0.00712364154239071,29,,balanced_subsample,,threshold,RandomForest,2,,,,,2.0,200.0
0.8283859525780759,0.008856677485399115,54,,balanced_subsample,,threshold,RandomForest,2,,,,,5.0,50.0
0.8364419308447605,0.00829890080879368,38,,balanced_subsample,,threshold,RandomForest,2,,,,,5.0,100.0
0.8378658404610034,0.00829117844233647,21,,balanced_subsample,,threshold,RandomForest,2,,,,,5.0,200.0
0.8396406055866148,0.006965742577513034,13,,balanced_subsample,,threshold,RandomForest,2,,,,10,2.0,50.0
0.8409169616443555,0.008249397198195904,7,,balanced_subsample,,threshold,RandomForest,2,,,,10,2.0,100.0
0.8407312327677452,0.010474246473812994,8,,balanced_subsample,,threshold,RandomForest,2,,,,10,2.0,200.0
0.8334560439529272,0.010969950386718367,48,,balanced_subsample,,threshold,RandomForest,2,,,,10,5.0,50.0
0.8377152099370496,0.015051138768608908,22,,balanced_subsample,,threshold,RandomForest,2,,,,10,5.0,100.0
0.8410541959799351,0.01056828998848906,6,,balanced_subsample,,threshold,RandomForest,2,,,,10,5.0,200.0
0.8365094697597477,0.006765623699107539,36,,balanced_subsample,,threshold,RandomForest,2,,,,20,2.0,50.0
0.8410730182315465,0.005576446604633841,5,,balanced_subsample,,threshold,RandomForest,2,,,,20,2.0,100.0
0.837589318765224,0.006739115891806676,25,,balanced_subsample,,threshold,RandomForest,2,,,,20,2.0,200.0
0.8314897613311476,0.009676401188536823,53,,balanced_subsample,,threshold,RandomForest,2,,,,20,5.0,50.0
0.8370437219318744,0.009115392959577586,30,,balanced_subsample,,threshold,RandomForest,2,,,,20,5.0,100.0
0.8398079451560749,0.0061641488187766085,12,,balanced_subsample,,threshold,RandomForest,2,,,,20,5.0,200.0
0.8318889141077527,0.009295537928162304,52,,,,threshold,RandomForest,2,,,,,2.0,50.0
0.8355230437478498,0.006127584387524984,42,,,,threshold,RandomForest,2,,,,,2.0,100.0
0.8321983584812042,0.008952040142826568,51,,,,threshold,RandomForest,2,,,,,2.0,200.0
0.8335543754155947,0.0068648942561584155,47,,,,threshold,RandomForest,2,,,,,5.0,50.0
0.8332955581822397,0.006761248328004056,49,,,,threshold,RandomForest,2,,,,,5.0,100.0
0.8352317655546917,0.008355215006701649,44,,,,threshold,RandomForest,2,,,,,5.0,200.0
0.8365007986641947,0.009749577344337552,37,,,,threshold,RandomForest,2,,,,10,2.0,50.0
0.8403421433664539,0.008080532412483308,9,,,,threshold,RandomForest,2,,,,10,2.0,100.0
0.8393805543023092,0.008295429942241656,15,,,,threshold,RandomForest,2,,,,10,2.0,200.0
0.8418484217524786,0.0074932574964023365,4,,,,threshold,RandomForest,2,,,,10,5.0,50.0
0.842779784062891,0.009180341439598038,2,,,,threshold,RandomForest,2,,,,10,5.0,100.0
0.8430051258504678,0.00973254721438477,1,,,,threshold,RandomForest,2,,,,10,5.0,200.0
0.8370053548878138,0.0034368849257771835,31,,,,threshold,RandomForest,2,,,,20,2.0,50.0
0.8369796285464416,0.006635529664276412,32,,,,threshold,RandomForest,2,,,,20,2.0,100.0
0.8376935613910931,0.008094249835174268,23,,,,threshold,RandomForest,2,,,,20,2.0,200.0
0.8322975805526778,0.007156099401616765,50,,,,threshold,RandomForest,2,,,,20,5.0,50.0
0.8344137632086006,0.004707258508308598,46,,,,threshold,RandomForest,2,,,,20,5.0,100.0
0.8359802330625395,0.006565690232915344,40,,,,threshold,RandomForest,2,,,,20,5.0,200.0
0.8337268727197242,0.009435839791484373,51,,balanced,,threshold,RandomForest,3,,,,,2.0,50.0
0.840205092718473,0.010840487561316454,7,,balanced,,threshold,RandomForest,3,,,,,2.0,100.0
0.8398867712737627,0.010120146162396156,11,,balanced,,threshold,RandomForest,3,,,,,2.0,200.0
0.8373838013868291,0.010372716912135982,29,,balanced,,threshold,RandomForest,3,,,,,5.0,50.0
0.8377683776589617,0.013050968495629546,24,,balanced,,threshold,RandomForest,3,,,,,5.0,100.0
0.8384094436790719,0.01370412937862817,18,,balanced,,threshold,RandomForest,3,,,,,5.0,200.0
0.8368661053683631,0.012212162607616418,34,,balanced,,threshold,RandomForest,3,,,,10,2.0,50.0
0.8359773798363037,0.011565216058480583,45,,balanced,,threshold,RandomForest,3,,,,10,2.0,100.0
0.8368851571196613,0.012356455380660407,33,,balanced,,threshold,RandomForest,3,,,,10,2.0,200.0
0.8360706276866487,0.018447762197067324,43,,balanced,,threshold,RandomForest,3,,,,10,5.0,50.0
0.836863800611483,0.015544732983944242,35,,balanced,,threshold,RandomForest,3,,,,10,5.0,100.0
0.8376117031760038,0.012088124169573973,27,,balanced,,threshold,RandomForest,3,,,,10,5.0,200.0
0.8345882502033188,0.009804993288065672,49,,balanced,,threshold,RandomForest,3,,,,20,2.0,50.0
0.8387987732584327,0.010915797716276949,15,,balanced,,threshold,RandomForest,3,,,,20,2.0,100.0
0.8370166929942453,0.011333139029605331,32,,balanced,,threshold,RandomForest,3,,,,20,2.0,200.0
0.8382578578747111,0.012642208245182392,19,,balanced,,threshold,RandomForest,3,,,,20,5.0,50.0
0.8387709418969573,0.013224055725875167,17,,balanced,,threshold,RandomForest,3,,,,20,5.0,100.0
0.8388322124346888,0.013754386267202072,14,,balanced,,threshold,RandomForest,3,,,,20,5.0,200.0
0.8377645710196372,0.014690434227166956,25,,balanced_subsample,,threshold,RandomForest,3,,,,,2.0,50.0
0.8399924261796794,0.01645530459990812,10,,balanced_subsample,,threshold,RandomForest,3,,,,,2.0,100.0
0.8363449250191529,0.014056990819704112,39,,balanced_subsample,,threshold,RandomForest,3,,,,,2.0,200.0
0.8362236131747552,0.015666595556487892,42,,balanced_subsample,,threshold,RandomForest,3,,,,,5.0,50.0
0.8431640456640542,0.014797927425394493,2,,balanced_subsample,,threshold,RandomForest,3,,,,,5.0,100.0
0.8421577178784142,0.012187143757512755,5,,balanced_subsample,,threshold,RandomForest,3,,,,,5.0,200.0
0.8362752888104739,0.010209115043261734,40,,balanced_subsample,,threshold,RandomForest,3,,,,10,2.0,50.0
0.8342762293201975,0.012036098051219553,50,,balanced_subsample,,threshold,RandomForest,3,,,,10,2.0,100.0
0.8357024293965228,0.013169562668749978,48,,balanced_subsample,,threshold,RandomForest,3,,,,10,2.0,200.0
0.8359125975086226,0.014095921360706249,47,,balanced_subsample,,threshold,RandomForest,3,,,,10,5.0,50.0
0.8373413845043631,0.012253951016775313,30,,balanced_subsample,,threshold,RandomForest,3,,,,10,5.0,100.0
0.8379531078604785,0.009986439775251411,23,,balanced_subsample,,threshold,RandomForest,3,,,,10,5.0,200.0
0.8398221366237267,0.014021760204045334,12,,balanced_subsample,,threshold,RandomForest,3,,,,20,2.0,50.0
0.8423087506926373,0.01551841561787046,4,,balanced_subsample,,threshold,RandomForest,3,,,,20,2.0,100.0
0.839736625154661,0.01246093707150938,13,,balanced_subsample,,threshold,RandomForest,3,,,,20,2.0,200.0
0.8362240283739718,0.015183664402364998,41,,balanced_subsample,,threshold,RandomForest,3,,,,20,5.0,50.0
0.8425738392263151,0.012248436180127368,3,,balanced_subsample,,threshold,RandomForest,3,,,,20,5.0,100.0
0.841585478917023,0.012769200794692334,6,,balanced_subsample,,threshold,RandomForest,3,,,,20,5.0,200.0
0.8284647785454918,0.014267969574739395,54,,,,threshold,RandomForest,3,,,,,2.0,50.0
0.8332473033520749,0.011442009696593033,53,,,,threshold,RandomForest,3,,,,,2.0,100.0
0.8363914671965963,0.01228306638734566,37,,,,threshold,RandomForest,3,,,,,2.0,200.0
0.8359311912469455,0.012374608488066402,46,,,,threshold,RandomForest,3,,,,,5.0,50.0
0.8380784267127899,0.015046152640036446,21,,,,threshold,RandomForest,3,,,,,5.0,100.0
0.8387963850792927,0.012079093336191497,16,,,,threshold,RandomForest,3,,,,,5.0,200.0
0.8374325261294615,0.007719174474738262,28,,,,threshold,RandomForest,3,,,,10,2.0,50.0
0.8360243587258512,0.009663073453200131,44,,,,threshold,RandomForest,3,,,,10,2.0,100.0
0.8372901236327417,0.009903149412105626,31,,,,threshold,RandomForest,3,,,,10,2.0,200.0
0.8451796462126883,0.014238087137390554,1,,,,threshold,RandomForest,3,,,,10,5.0,50.0
0.8400622698093203,0.014402203488641156,9,,,,threshold,RandomForest,3,,,,10,5.0,100.0
0.8380300966518147,0.011904051619121248,22,,,,threshold,RandomForest,3,,,,10,5.0,200.0
0.8333443045444359,0.014217230776929077,52,,,,threshold,RandomForest,3,,,,20,2.0,50.0
0.8367803921027044,0.014173989316692212,36,,,,threshold,RandomForest,3,,,,20,2.0,100.0
0.837669323913607,0.013678260148338523,26,,,,threshold,RandomForest,3,,,,20,2.0,200.0
0.8363473363777922,0.013440947993111385,38,,,,threshold,RandomForest,3,,,,20,5.0,50.0
0.838227000756509,0.01743748715195422,20,,,,threshold,RandomForest,3,,,,20,5.0,100.0
0.8401949345990797,0.016205870115223536,8,,,,threshold,RandomForest,3,,,,20,5.0,200.0
0.7086209083046923,0.026574555758234187,10,0.01,balanced,liblinear,statistical,LogisticRegression,1,,,,,,
0.7176607383274629,0.02979231192154702,9,0.01,balanced,lbfgs,statistical,LogisticRegression,1,,,,,,
0.8410011002075126,0.005308093838355409,1,0.01,,liblinear,statistical,LogisticRegression,1,,,,,,
0.8363527341958715,0.006965908561030348,8,0.01,,lbfgs,statistical,LogisticRegression,1,,,,,,
0.7063319639038532,0.026323672223542476,12,0.1,balanced,liblinear,statistical,LogisticRegression,1,,,,,,
0.7070815734821979,0.02691033094757102,11,0.1,balanced,lbfgs,statistical,LogisticRegression,1,,,,,,
0.8391531151448646,0.004282083439922444,2,0.1,,liblinear,statistical,LogisticRegression,1,,,,,,
0.8388978790647144,0.00501645766491141,3,0.1,,lbfgs,statistical,LogisticRegression,1,,,,,,
0.7055487909345087,0.025975841801425845,13,1.0,balanced,liblinear,statistical,LogisticRegression,1,,,,,,
0.7055487909345087,0.025975841801425845,13,1.0,balanced,lbfgs,statistical,LogisticRegression,1,,,,,,
0.8381581276761928,0.004359213307448572,4,1.0,,liblinear,statistical,LogisticRegression,1,,,,,,
0.8381581276761928,0.004359213307448572,4,1.0,,lbfgs,statistical,LogisticRegression,1,,,,,,
0.70469825385828,0.027598307959224362,15,10.0,balanced,liblinear,statistical,LogisticRegression,1,,,,,,
0.70469825385828,0.027598307959224362,15,10.0,balanced,lbfgs,statistical,LogisticRegression,1,,,,,,
0.8381581276761928,0.004359213307448572,4,10.0,,liblinear,statistical,LogisticRegression,1,,,,,,
0.8381581276761928,0.004359213307448572,4,10.0,,lbfgs,statistical,LogisticRegression,1,,,,,,
0.695389986184516,0.01577454226005972,16,0.01,balanced,liblinear,statistical,LogisticRegression,2,,,,,,
0.7046923108203039,0.02155010922959754,9,0.01,balanced,lbfgs,statistical,LogisticRegression,2,,,,,,
0.832401252544115,0.008509654689602847,1,0.01,,liblinear,statistical,LogisticRegression,2,,,,,,
0.8274441405419932,0.0026753955480502242,2,0.01,,lbfgs,statistical,LogisticRegression,2,,,,,,
0.6978618369480349,0.026228603869448953,10,0.1,balanced,liblinear,statistical,LogisticRegression,2,,,,,,
0.6970372593559722,0.026683514521885,11,0.1,balanced,lbfgs,statistical,LogisticRegression,2,,,,,,
0.8272760067660629,0.008902255745479025,3,0.1,,liblinear,statistical,LogisticRegression,2,,,,,,
0.8260423371748766,0.008472205800305119,8,0.1,,lbfgs,statistical,LogisticRegression,2,,,,,,
0.6962296430285531,0.026321597241750375,12,1.0,balanced,liblinear,statistical,LogisticRegression,2,,,,,,
0.6962296430285531,0.026321597241750375,12,1.0,balanced,lbfgs,statistical,LogisticRegression,2,,,,,,
0.8266974613599313,0.00908751306218813,5,1.0,,liblinear,statistical,LogisticRegression,2,,,,,,
0.8272760067660629,0.008902255745479025,3,1.0,,lbfgs,statistical,LogisticRegression,2,,,,,,
0.6962296430285531,0.026321597241750375,12,10.0,balanced,liblinear,statistical,LogisticRegression,2,,,,,,
0.6962296430285531,0.026321597241750375,12,10.0,balanced,lbfgs,statistical,LogisticRegression,2,,,,,,
0.8266974613599313,0.00908751306218813,5,10.0,,liblinear,statistical,LogisticRegression,2,,,,,,
0.8266974613599313,0.00908751306218813,5,10.0,,lbfgs,statistical,LogisticRegression,2,,,,,,
0.706042364476448,0.02070928675097036,16,0.01,balanced,liblinear,statistical,LogisticRegression,3,,,,,,
0.7158081153863709,0.023185526064620873,9,0.01,balanced,lbfgs,statistical,LogisticRegression,3,,,,,,
0.8362367575616417,0.006427725080276575,1,0.01,,liblinear,statistical,LogisticRegression,3,,,,,,
0.8319110810084773,0.006260020528664086,7,0.01,,lbfgs,statistical,LogisticRegression,3,,,,,,
0.7108252943146561,0.02596400581315293,13,0.1,balanced,liblinear,statistical,LogisticRegression,3,,,,,,
0.7111568507934924,0.027016255976187696,10,0.1,balanced,lbfgs,statistical,LogisticRegression,3,,,,,,
0.8329168029566448,0.006311478964660517,3,0.1,,liblinear,statistical,LogisticRegression,3,,,,,,
0.8337268319564556,0.006496718928198588,2,0.1,,lbfgs,statistical,LogisticRegression,3,,,,,,
0.7108311996255259,0.025063329206401856,11,1.0,balanced,liblinear,statistical,LogisticRegression,3,,,,,,
0.7107608524945014,0.02737706251239988,14,1.0,balanced,lbfgs,statistical,LogisticRegression,3,,,,,,
0.8314898936286669,0.007004713453747987,8,1.0,,liblinear,statistical,LogisticRegression,3,,,,,,
0.8320717502803463,0.0077063554506478235,4,1.0,,lbfgs,statistical,LogisticRegression,3,,,,,,
0.7108311996255259,0.025063329206401856,11,10.0,balanced,liblinear,statistical,LogisticRegression,3,,,,,,
0.7107608524945014,0.02737706251239988,14,10.0,balanced,lbfgs,statistical,LogisticRegression,3,,,,,,
0.8320717502803463,0.0077063554506478235,4,10.0,,liblinear,statistical,LogisticRegression,3,,,,,,
0.8320717502803463,0.0077063554506478235,4,10.0,,lbfgs,statistical,LogisticRegression,3,,,,,,
0.7893631120423572,0.008835133114614016,20,,,,statistical,KNN,1,euclidean,3.0,uniform,,,
0.7906402697019803,0.009164181270584208,19,,,,statistical,KNN,1,euclidean,3.0,distance,,,
0.8168565090225448,0.007513589576322399,13,,,,statistical,KNN,1,euclidean,5.0,uniform,,,
0.8164772692000317,0.009654416761674145,14,,,,statistical,KNN,1,euclidean,5.0,distance,,,
0.823648566203398,0.008135480394116082,11,,,,statistical,KNN,1,euclidean,7.0,uniform,,,
0.8244682040069421,0.011266845388668447,10,,,,statistical,KNN,1,euclidean,7.0,distance,,,
0.8352976173642694,0.006436594784085661,5,,,,statistical,KNN,1,euclidean,9.0,uniform,,,
0.8349049195820939,0.01052549726308957,7,,,,statistical,KNN,1,euclidean,9.0,distance,,,
0.8414277523111796,0.00879669205131128,2,,,,statistical,KNN,1,euclidean,11.0,uniform,,,
0.8422404004545045,0.012743622228736736,1,,,,statistical,KNN,1,euclidean,11.0,distance,,,
